dataset,seed,cell_id,family,sym,augmented,cost_selected,sigma_selected,eps_selected,cv_mape_min,n_failed_lhs,elapsed_sec,MAPE,RMSPE,MAAPE,MASE,MSE,R2
boston_ablation,4,B4,B,TRUE,TRUE,24081.967781250005,2.728768851131078,NA,13.441977042716125,0,1451.4899999999998,10.70727088082565,14.609921031239704,6.697274981769727,0.2419523837738917,13.725614520399615,0.8371642434136725
boston_ablation,5,A1,A,FALSE,FALSE,12.347346717200699,3.767951796919872,1.020524909666642,NA,NA,311.75,9.894447001157056,15.48643564570907,6.12039775663341,0.26497916345506917,28.857874034607804,0.738584812761783
boston_ablation,5,A2,A,FALSE,TRUE,39.03494217056603,3.293093084498025,4.087865174747062,12.794286970983691,0,701.8299999999999,11.450497430703884,17.754170745369958,7.038681521746369,0.2819758249536347,26.4359623587252,0.7605242145855626
boston_ablation,5,A3,A,TRUE,FALSE,29.42861660330692,2.83402320077997,1.0096911391528223,NA,NA,445.65999999999985,11.241015205478046,16.933924441958297,6.939069143410722,0.2902356217895875,28.635530256645193,0.7405989611456052
boston_ablation,5,A4,A,TRUE,TRUE,39.03494217056603,3.293093084498025,4.087865174747062,12.795781178415691,0,1107.9800000000005,11.444485735372204,17.738782321100636,7.035530935627521,0.2819936099960641,26.448413901667518,0.7604114196365733
boston_ablation,5,B1,B,FALSE,FALSE,6533.870702526276,3.839485250535574,NA,NA,NA,262.53999999999905,9.716998113587657,14.499474683533228,6.0490976343040055,0.2589340288493265,23.21094535787665,0.7897387167388468
boston_ablation,5,B2,B,FALSE,TRUE,6736.476163890957,1.8288853090279735,NA,13.078524722181566,0,583.3899999999994,13.576344120891346,28.019484489788777,7.757143696875978,0.2860874290281956,20.77742847731458,0.8117832467765268
boston_ablation,5,B3,B,TRUE,FALSE,36416.513754295134,3.1621705878344293,NA,NA,NA,393.8299999999999,11.115207282715472,16.027237105348288,6.9000292833973615,0.27613698859830704,21.04450073155106,0.8093639159809306
boston_ablation,5,B4,B,TRUE,TRUE,6736.476163890957,1.8288853090279735,NA,13.078524722181596,0,1103.0600000000013,13.576344120891248,28.019484489788955,7.757143696875903,0.2860874290281932,20.7774284773144,0.8117832467765285
boston_ablation,6,A1,A,FALSE,FALSE,69.75123650723049,6.157879049247808,1.0956224888677424,NA,NA,539.24,11.69161877237384,17.605332829372525,7.218204624788281,0.23729440816846187,12.367622389170931,0.8720886375361093
boston_ablation,6,A2,A,FALSE,TRUE,133.4470311498089,4.744283967041651,3.6648092963267898,14.353702586166646,0,970.03,14.524170059442781,22.052401312089113,8.818230640813038,0.30462117816579176,21.238008070710226,0.7803472273925273
boston_ablation,6,A3,A,TRUE,FALSE,23.745911719474595,2.2491094256024367,5.0604209361142845,NA,NA,628.7500000000002,13.926644977959116,23.959440300568932,8.265583371341023,0.27608637786031454,15.822557145002618,0.8363561905114306
boston_ablation,6,A4,A,TRUE,TRUE,133.4470311498089,4.744283967041651,3.6648092963267898,14.357192328909129,0,1501.7800000000002,14.521804814024872,22.05396590310574,8.81645969431014,0.3046282992655186,21.24568736991956,0.7802678047198643
